"ticker","price","% Held by Insiders 1","% Held by Institutions 1","200-Day Moving Average 3","50-Day Moving Average 3","52 Week High 3","52 Week Low 3","52-Week Change 3","Avg Vol (10 day) 3","Avg Vol (3 month) 3","Beta (3Y Monthly) ","Book Value Per Share (mrq)","Current Ratio (mrq)","Diluted EPS (ttm)","EBITDA ","Enterprise Value 3","Enterprise Value/EBITDA 6","Enterprise Value/Revenue 3","Float ","Forward P/E 1","Gross Profit (ttm)","Levered Free Cash Flow (ttm)","Market Cap (intraday) 5","Net Income Avi to Common (ttm)","Operating Cash Flow (ttm)","Operating Margin (ttm)","Payout Ratio 4","PEG Ratio (5 yr expected) 1","Price/Book (mrq)","Price/Sales (ttm)","Profit Margin ","Quarterly Revenue Growth (yoy)","Return on Assets (ttm)","Return on Equity (ttm)","Revenue (ttm)","Revenue Per Share (ttm)","S&P500 52-Week Change 3","Shares Outstanding 5","Shares Short (Mar 15, 2019) 4","Shares Short (prior month Feb 15, 2019) 4","Short % of Shares Outstanding (Mar 15, 2019) 4","Short Ratio (Mar 15, 2019) 4","Total Cash (mrq)","Total Cash Per Share (mrq)","Total Debt (mrq)","Total Debt/Equity (mrq)","Trailing P/E "
"MMM","217.42","0.0774","0.1048","201.22","208.71","221.69","176.87","-0.0192","1440000","2110000","1.20","16.99","1.89","8.89","8.36e+09","1.3674e+11","16.36","4.17","575430000","19.16","1.611e+10","4.15e+09","1.2521e+11","5.35e+09","6.44e+09","0.2097","0.6119","3.08","12.80","3.82","0.1633","-0.006","0.1153","0.4996","3.276e+10","55.67","0.0786","575900000","9810000","8860000","0.017","4.04","3.23e+09","5.61","1.473e+10","149.55","24.46"
"ABT","78.01","0.0072","0.7649","72.82","78.56","80.74","56.81","0.3192","4800000","5790000","0.88","17.39","1.62","1.33","7.2e+09","1.527e+11","21.21","4.99","1.74e+09","21.67","1.815e+10","4.89e+09","1.3702e+11","2.32e+09","6.3e+09","0.1283","0.855","2.28","4.49","4.48","0.0774","0.023","0.0342","0.0755","3.058e+10","17.39","0.0786","1.76e+09","16020000","15220000","0.0091","2.73","4.09e+09","2.33","1.957e+10","63.69","58.70"
"ACN","178.64","0.0023","0.7246","159.47","168.62","179.36","132.63","0.1779","1820000","1980000","1.14","20.91","1.35","6.87","6.68e+09","1.0989e+11","16.46","2.69","636490000","22.44","1.244e+10","5.36e+09","1.1394e+11","4.47e+09","6.48e+09","0.1491","0.4061","2.75","8.54","2.79","0.1095","0.055","0.1506","0.3756","4.084e+10","63.87","0.0786","637830000","5320000","5060000","0.0083","2.79","4.47e+09","7.01","24120000","0.18","26.00"
"ATVI","47.28","0.0115","0.9154","52.87","44.98","84.68","39.85","-0.2913","5160000","12410000","0.79","14.88","2.31","2.35","2.51e+09","3.441e+10","13.73","4.59","755150000","18.40","4.98e+09","1.24e+09","3.611e+10","1.81e+09","1.79e+09","0.2664","0.1447","2.94","3.18","4.82","0.2417","0.165","0.0684","0.1742","7.5e+09","9.84","0.0786","763830000","17170000","13800000","0.0225","1.43","4.38e+09","5.73","2.67e+09","23.52","20.12"
"ADBE","271.86","0.0028","0.8893","248.94","263.73","277.61","204.95","0.2003","1940000","2930000","1.03","20.21","0.97","5.39","3.25e+09","1.3356e+11","41.13","13.98","486400000","28.11","7.84e+09","2.85e+09","1.3265e+11","2.68e+09","4.05e+09","0.2965","0","1.54","13.45","13.89","0.2808","0.251","0.1027","0.2898","9.55e+09","19.51","0.0786","487950000","4310000","6300000","0.0088","1.31","3.23e+09","6.61","4.14e+09","41.90","50.44"
"AMD","27.85","0.008","0.6697","22.80","25.28","34.14","9.56","1.7542","61650000","78550000","4.05","1.26","1.78","0.32","6.66e+08","2.809e+10","42.18","4.34","928440000","28.71","2.49e+09","-113620000","3.012e+10","3.37e+08","3.4e+07","0.0766","0","1.26","22.10","4.65","0.052","0.059","0.0765","0.362","6.47e+09","6.59","0.0786","1.08e+09","114670000","115970000","0.1061","1.39","1.16e+09","1.15","1.25e+09","98.74","87.03"
"AAP","180.11","0.0032","1.0153","165.37","165.22","186.15","102.15","0.7","872710","1200000","1.29","49.28","1.57","5.73","950330000","1.298e+10","13.66","1.36","70940000","19.04","4.23e+09","581970000","1.283e+10","423850000","811030000","0.0743","0.0419","1.27","3.65","1.34","0.0442","0.033","0.0508","0.1217","9.58e+09","129.95","0.0786","71260000","2520000","2400000","0.0351","1.8","896530000","12.58","1.05e+09","29.46","31.43"
"AES","18.02","0.0035","0.9739","16.01","17.90","18.52","11.36","0.5627","3820000","5710000","0.60","4.84","1.14","1.81","3.38e+09","3.221e+10","9.54","3.00","659950000","12.43","2.57e+09","100500000","1.194e+10","9.85e+08","2.42e+09","0.2209","0.3514","1.79","3.72","1.11","0.112","-0.008","0.0452","0.2553","1.074e+10","16.22","0.0786","662400000","14080000","10730000","0.0213","2.36","1.48e+09","2.23","1.93e+10","340.66","9.97"
"AMG","112.34","0.0087","1.0064","110.46","108.43","174.50","88.47","-0.3555","523540","541150","1.45","66.49","2.06","4.52","904400000","8.5e+09","9.40","3.58","51410000","7.22","1.39e+09","613770000","5.79e+09","243600000","1.14e+09","0.3227","0.2655","1.74","1.69","2.43","0.1024","-0.066","0.0567","0.1028","2.38e+09","44.37","0.0786","51500000","971040","912900","0.0187","2.14","684800000","13.16","1.83e+09","36.82","24.85"
"AFL","49.51","0.0177","0.7052","46.52","49.34","50.66","41.45","0.1027","3040000","3310000","0.52","31.06","0.55","3.77","4.25e+09","3.949e+10","9.28","1.82","741400000","11.18","7.19e+09","474380000","3.708e+10","2.92e+09","6.01e+09","0.1933","0.2759","1.88","1.59","1.70","0.1342","-0.055","0.0189","0.1215","2.176e+10","28.27","0.0786","748850000","10760000","1.1e+07","0.0144","3.53","4.49e+09","5.99","6.83e+09","29.11","13.13"
"A","80.98","0.0036","0.8824","72.24","80.33","82.27","60.42","0.1894","1290000","1690000","1.27","15.84","3.39","3.51","1.2e+09","2.545e+10","21.19","5.10","316660000","23.75","2.69e+09","626880000","2.571e+10","1.14e+09","1.08e+09","0.1981","0.1731","2.48","5.11","5.16","0.2286","0.06","0.07","0.2384","4.99e+09","15.60","0.0786","317520000","4370000","3980000","0.0138","2.24","2.06e+09","6.48","1.8e+09","35.70","23.06"
"APD","194.16","0.0023","0.8915","167.24","186.42","195.36","148.44","0.17","824990","1110000","0.64","49.55","2.21","7.65","2.98e+09","4.378e+10","14.67","4.90","219060000","20.92","2.74e+09","699510000","4.264e+10","1.65e+09","2.64e+09","0.2219","0.5898","2.00","3.92","4.77","0.1892","0.003","0.0664","0.1566","8.94e+09","40.71","0.0786","219630000","2950000","2580000","0.0134","2.69","2.96e+09","13.49","3.78e+09","33.72","25.37"
"AKAM","77.05","0.0312","0.9102","67.81","72.05","83.08","57.18","0.0529","867630","1250000","0.18","19.59","2.09","1.76","720350000","1.224e+10","17.00","4.51","158960000","16.71","1.76e+09","581700000","1.263e+10","298370000","1.01e+09","0.1594","0","1.20","3.93","4.65","0.1099","0.083","0.0535","0.091","2.71e+09","16.22","0.0786","163860000","7110000","6610000","0.0483","6.59","1.89e+09","11.59","1.56e+09","48.89","43.78"
"ALK","60.63","0.0041","0.8973","62.77","57.35","74.83","53.39","-0.0843","1440000","1730000","1.15","30.45","0.61","3.52","1.2e+09","8.34e+09","6.97","1.01","122660000","8.80","2.21e+09","-14500000","7.49e+09","4.37e+08","1.2e+09","0.0964","0.3636","0.88","1.99","0.91","0.0529","0.063","0.046","0.1212","8.26e+09","67.06","0.0786","123610000","7840000","6530000","0.0637","4.9","1.24e+09","10.06","2.11e+09","56.25","17.22"
"ALB","83.66","0.0049","0.9855","88.18","85.47","108.74","71.89","-0.1462","1250000","1410000","1.08","33.95","1.69","6.34","954460000","1.017e+10","10.66","3.01","105090000","12.34","1.23e+09","-51590000","8.86e+09","693560000","546160000","0.2233","0.2114","1.00","2.46","2.62","0.2055","0.075","0.0615","0.1951","3.37e+09","31.13","0.0786","105890000","12670000","11150000","0.1198","7.73","555320000","5.25","1.71e+09","45.36","13.20"
"ARE","144.35","0.0129","1.0161","127.88","140.59","144.46","109.04","0.1673","451010","677830","0.85","65.56","1.46","3.52","841540000","2.226e+10","26.45","16.67","111110000","54.89","953880000","687400000","1.627e+10","363980000","570340000","0.289","1.0597","743.50","2.20","12.19","0.2841","0.141","0.0181","0.056","1.34e+09","12.96","0.0786","112730000","2180000","1580000","0.0193","2.82","236790000","2.1","5.48e+09","69.40","41.01"
"ALXN","136.2","0.0031","0.9677","122.88","135.13","141.86","92.56","0.2552","1050000","1530000","1.75","41.01","2.88","0.35","2e+09","3.208e+10","16.04","7.76","2.23e+08","12.98","3.76e+09","1.06e+09","3.055e+10","77600000","4.26e+08","0.3921","0","1.03","3.32","7.39","0.0188","0.241","0.0736","0.0086","4.13e+09","18.55","0.0786","224300000","4040000","4010000","0.0181","2.66","1.58e+09","7.09","3.22e+09","35.18","391.38"
"ALLE","94.57","0.0029","0.9961","87.22","90.34","95.27","73.85","0.0984","597070","689290","1.19","6.88","1.79","4.54","609400000","1.01e+10","16.57","3.70","94120000","17.88","1.17e+09","337180000","8.93e+09","434900000","457800000","0.1972","0.185","2.22","13.75","3.27","0.1592","0.127","0.1258","0.8219","2.73e+09","28.75","0.0786","94460000","5e+06","4810000","0.053","5.76","283800000","3","1.44e+09","220.92","20.83"
"ADS","180.93","0.0283","0.9717","184.47","172.57","250.27","142.58","-0.1653","516490","631440","2.11","43.67","2.15","17.49","1.86e+09","3.091e+10","16.58","3.97","46340000","7.27","2.07e+09","793810000","9.59e+09","963100000","2.75e+09","0.1936","0.1304","1.04","4.14","1.23","0.1236","-0.024","0.0309","0.46","7.79e+09","141.92","0.0786","5.3e+07","2490000","2120000","0.0471","4.49","3.86e+09","72.89","2.518e+10","1,079.85","10.34"
"LNT","46.81","0.0018","0.7804","44.47","46.61","47.91","38.22","0.1212","951940","1580000","0.29","19.43","0.48","2.19","1.2e+09","1.737e+10","14.53","4.91","235620000","19.42","1.31e+09","-655160000","1.105e+10","512100000","527700000","0.1918","0.6119","3.54","2.41","3.13","0.1449","0.02","0.0286","0.1117","3.53e+09","15.13","0.0786","236070000","9470000","9360000","0.0401","5.55","20900000","0.09","5.94e+09","124.20","21.35"
"ALL","97.01","0.0038","0.8128","90.68","94.50","102.73","77.00","-0.0176","1380000","2130000","0.70","58.38","0.72","5.96","3.66e+09","3.706e+10","10.11","0.93","330600000","9.86","9.13e+09","-1.286e+10","3.22e+10","2.1e+09","5.18e+09","0.0792","0.3087","0.86","1.66","0.81","0.0566","-0.058","0.0175","0.1027","3.982e+10","114.48","0.0786","331960000","5190000","5980000","0.0156","2.58","3.53e+09","10.62","6.45e+09","30.26","16.28"
"GOOGL","1222.73","0.0016","0.8104","1,114.43","1,184.45","1,291.44","977.66","0.1563","994700","1530000","1.19","255.38","3.92","43.70","4.042e+10","7.449e+11","18.43","5.44","603730000","22.32","7.727e+10","1.978e+10","8.4831e+11","3.074e+10","4.797e+10","0.2294","0","1.46","4.79","6.20","0.2246","0.215","0.0912","0.1862","1.3682e+11","196.82","0.0786","299360000","2490000","2180000","0.0036","1.63","1.0914e+11","156.99","4.01e+09","2.26","27.98"
"GOOG","1217.87","2e-04","0.6995","1,105.92","1,179.21","1,273.89","970.11","0.1605","851710","1380000","1.16","255.38","3.92","43.70","4.042e+10","7.4152e+11","18.34","5.42","603730000","22.23","7.727e+10","1.978e+10","8.4795e+11","3.074e+10","4.797e+10","0.2294","0","1.45","4.77","6.20","0.2246","0.215","0.0912","0.1862","1.3682e+11","196.82","0.0786","349290000","2220000","2120000","0.0032","1.3","1.0914e+11","156.99","4.01e+09","2.26","27.87"
"MO","56.56","0.0012","0.654","54.79","55.27","66.04","42.40","-0.1287","6230000","11970000","0.25","7.90","0.20","3.68","1.006e+10","1.3035e+11","12.96","6.64","1.87e+09","12.62","1.218e+10","7.3e+09","1.0579e+11","6.95e+09","8.39e+09","0.501","0.8152","1.90","7.16","5.39","0.3548","0.015","0.1244","0.4607","1.963e+10","10.40","0.0786","1.87e+09","19240000","15310000","0.0103","1.58","1.33e+09","0.71","2.575e+10","173.63","15.37"
"AMZN","1843.06","0.1612","0.5712","1,683.81","1,744.22","2,050.50","1,307.00","0.2793","3350000","4640000","1.71","88.69","1.10","20.14","2.776e+10","9.1336e+11","32.90","3.92","412070000","46.25","9.373e+10","1.676e+10","9.0532e+11","1.007e+10","3.072e+10","0.0533","0","0.74","20.78","3.89","0.0432","0.197","0.0528","0.2827","2.3289e+11","478.21","0.0786","491200000","4580000","4890000","0.0093","1.15","4.125e+10","83.98","4.929e+10","113.18","91.51"
"AEE","71.98","0.0042","0.7435","68.32","72.24","74.91","55.21","0.2747","1430000","1420000","0.26","31.21","0.57","3.32","2.39e+09","2.693e+10","11.27","4.48","243470000","20.45","2.79e+09","-643750000","1.767e+10","8.15e+08","2.17e+09","0.2375","0.5565","3.29","2.31","2.94","0.1356","0.016","0.0336","0.1088","6.01e+09","24.65","0.0786","245420000","4240000","3720000","0.0173","2.86","1.6e+07","0.06","9.04e+09","116.25","21.68"
"AEP","84.15","2e-04","0.7576","77.53","82.93","86.10","62.71","0.2295","2380000","2800000","0.17","38.58","0.48","3.90","4.96e+09","6.672e+10","13.46","4.12","493110000","19.12","6.18e+09","-2.7e+09","4.151e+10","1.92e+09","5.22e+09","0.1777","0.6487","3.42","2.18","2.56","0.1188","-0.002","0.0269","0.1032","1.62e+10","32.87","0.0786","493290000","8600000","9580000","0.0174","3.12","393200000","0.8","2.555e+10","133.55","21.58"
"AMT","197.96","0.0021","0.9572","167.38","188.77","198.19","133.53","0.4197","1570000","1850000","0.22","12.10","0.51","2.77","4.53e+09","1.0827e+11","23.92","14.55","440070000","47.36","5.26e+09","3.4e+09","8.733e+10","1.23e+09","3.75e+09","0.3686","1.1372","2.80","16.36","11.74","0.1662","0.251","0.0518","0.1702","7.44e+09","16.92","0.0786","441140000","5430000","5480000","0.0123","3.07","1.21e+09","2.74","2.116e+10","306.47","71.47"
"AWK","104.16","0.0023","0.8814","95.17","103.89","107.71","77.73","0.2626","903160","1060000","0.30","32.45","0.37","3.15","1.68e+09","2.735e+10","16.24","7.95","180360000","26.78","1.96e+09","-573750000","1.88e+10","5.67e+08","1.39e+09","0.3311","0.5651","3.54","3.21","5.47","0.1648","0.035","0.035","0.1005","3.44e+09","19.11","0.0786","180510000","5080000","4870000","0.0281","4.04","1.33e+08","0.74","8.63e+09","147.08","33.07"
"AMP","142.54","0.0039","0.867","126.32","130.66","153.15","95.69","-0.0274","590000","980600","2.23","40.99","2.60","14.20","3.71e+09","2.026e+10","5.46","1.57","134950000","8.13","6.66e+09","1.86e+09","1.93e+10","2.1e+09","2.6e+09","0.2717","0.2486","0.48","3.48","1.49","0.1623","0.004","0.0154","0.3622","1.292e+10","88.76","0.0786","135400000","1810000","2040000","0.0134","1.73","3.89e+09","28.73","5.23e+09","93.68","10.04"
"ABC","74.74","0.2713","0.6799","82.97","78.59","95.00","69.36","-0.1644","1690000","1490000","1.53","14.45","0.94","5.45","2.16e+09","1.791e+10","8.29","0.10","153730000","10.20","4.58e+09","945800000","1.578e+10","1.19e+09","1.88e+09","0.0094","0.2815","1.22","5.17","0.09","0.0069","0.122","0.027","0.3794","1.7287e+11","799.18","0.0786","211090000","7510000","5970000","0.0356","5.18","2.54e+09","12.03","4.67e+09","147.65","13.71"
"AME","85.81","0.0046","0.8768","74.72","81.44","85.92","63.14","0.1217","760070","1270000","1.28","18.68","1.46","3.34","1.3e+09","2.154e+10","16.61","4.45","223710000","20.10","1.66e+09","654550000","1.952e+10","777930000","925520000","0.2264","0.1677","2.50","4.59","4.03","0.1605","0.112","0.0833","0.1881","4.85e+09","20.99","0.0786","227520000","4020000","4970000","0.0177","3.06","353980000","1.56","2.63e+09","62.06","25.69"
"AMGN","191.42","0.0021","0.8192","193.45","189.51","210.19","165.22","0.121","1880000","2900000","0.97","19.85","2.79","12.62","1.25e+10","1.2374e+11","9.90","5.21","621250000","12.86","1.965e+10","7.93e+09","1.1912e+11","8.39e+09","1.13e+10","0.4443","0.4184","6.82","9.64","5.02","0.3535","0.074","0.0901","0.4448","2.375e+10","35.93","0.0786","622280000","10700000","10570000","0.0172","3.52","2.93e+10","47.09","3.393e+10","271.43","15.17"
"APH","103.79","0.0042","0.99","88.79","96.52","103.84","74.95","0.1902","837640","1120000","0.90","13.46","1.87","3.85","1.99e+09","3.301e+10","16.60","4.02","296680000","23.86","2.65e+09","767240000","3.094e+10","1.2e+09","1.11e+09","0.2058","0.2286","3.51","7.71","3.77","0.1469","0.144","0.1052","0.3002","8.2e+09","27.23","0.0786","298090000","3190000","3400000","0.0107","3.24","1.29e+09","4.33","3.57e+09","87.86","26.96"
"APC","61.78","0.0028","0.885","51.10","45.25","76.70","40.40","-0.2625","18820000","6950000","1.34","17.36","0.81","1.20","7.32e+09","4.213e+10","5.76","3.26","498440000","24.23","9.17e+09","-396750000","3.101e+10","6.06e+08","5.93e+09","0.1743","0.875","0.98","3.56","2.40","0.0476","0.052","0.0341","0.0608","1.291e+10","25.61","0.0786","501940000","13710000","12950000","0.0274","2.6","1.32e+09","2.64","1.757e+10","160.59","51.48"
"ADI","114.21","0.0034","0.9253","94.56","108.37","114.29","76.62","0.2006","2100000","2770000","1.31","31.45","2.34","4.14","2.72e+09","4.685e+10","17.21","7.59","367010000","19.03","4.23e+09","1.32e+09","4.207e+10","1.55e+09","2.43e+09","0.3112","0.4638","2.19","3.63","6.81","0.2522","-0.016","0.0563","0.142","6.18e+09","16.67","0.0786","368310000","7440000","9450000","0.0202","2.49","605860000","1.64","6.27e+09","54.11","27.59"
"ANTM","252.85","0.0017","0.9143","282.05","295.23","317.99","219.96","0.2265","2100000","1650000","1.21","110.88","1.56","14.19","6.36e+09","6.868e+10","10.79","0.75","256750000","11.13","2.02e+10","4.48e+09","6.505e+10","3.75e+09","3.83e+09","0.0632","0.2114","0.82","2.28","0.71","0.0407","0.031","0.0512","0.1363","9.209e+10","356.80","0.0786","257250000","3090000","3500000","0.012","2.1","2.214e+10","86.14","1.982e+10","69.43","17.82"
"AON","176.12","0.012","0.9097","159.64","169.20","176.30","134.82","0.2094","626810","1130000","0.73","17.29","1.08","4.59","2.89e+09","4.784e+10","16.56","4.44","237260000","17.12","4.78e+09","1.37e+09","4.237e+10","1.06e+09","1.69e+09","0.2186","0.3636","1.67","10.19","3.93","0.1053","-0.048","0.056","0.2481","1.077e+10","43.92","0.0786","240570000","1550000","2040000","0.0064","1.07","7.37e+08","3.07","6.24e+09","148.00","38.37"
"AOS","55.51","0.0088","0.9866","48.46","52.73","66.21","40.34","-0.1521","933710","1490000","1.39","10.21","2.09","2.58","634300000","8.79e+09","13.86","2.76","138840000","18.69","1.31e+09","295450000","9.32e+09","444200000","448900000","0.1764","0.2946","2.17","5.44","2.92","0.1393","0.057","0.1121","0.2642","3.19e+09","18.69","0.0786","141800000","5260000","5470000","0.0314","3.28","6.45e+08","3.84","221400000","12.90","21.52"
"APA","36.5","0.0027","1.0226","35.07","34.36","50.03","24.56","-0.1263","4320000","4320000","1.97","19.03","1.22","0.10","4.68e+09","2.265e+10","4.84","3.14","374250000","22.96","5.64e+09","192120000","1.37e+10","4e+07","3.78e+09","0.2233","9.0909","-102.27","1.92","1.90","0.0055","0.013","0.0463","0.0325","7.22e+09","18.89","0.0786","375410000","26160000","25930000","0.0697","5.39","7.14e+08","1.9","8.2e+09","93.10","347.62"
"AIV","51.02","0.0092","1.018","46.74","50.07","51.15","38.54","0.2426","982740","1280000","0.72","10.89","0.79","4.34","591240000","1.241e+10","21.00","12.86","142830000","150.06","636600000","37350000","7.84e+09","656600000","396390000","0.2235","0.361","16.23","4.69","8.12","0.6901","-0.073","0.022","0.3957","965420000","6.39","0.0786","144270000","2570000","2650000","0.0178","1.83","36860000","0.25","4.08e+09","218.54","11.75"
"AAPL","198.87","7e-04","0.6095","184.01","186.20","233.47","142.00","0.1316","24230000","28640000","0.91","24.92","1.30","12.12","7.952e+10","9.6603e+11","12.15","3.69","4.46e+09","15.51","1.0184e+11","4.514e+10","9.3773e+11","5.943e+10","7.583e+10","0.2598","0.2311","1.34","7.98","3.58","0.2272","-0.045","0.1089","0.4605","2.6161e+11","53.82","0.0786","4.72e+09","72750000","39900000","0.0154","2.9","8.643e+10","18.33","1.1473e+11","97.32","16.41"
"AMAT","42.99","0.003","0.815","36.61","40.04","58.40","28.79","-0.2532","6790000","10490000","1.50","8.65","2.72","3.93","4.91e+09","4.241e+10","8.63","2.52","939860000","11.49","7.82e+09","1.17e+09","4.081e+10","3.92e+09","3.16e+09","0.2672","0.1804","1.32","4.97","2.43","0.2333","-0.107","0.1454","0.4689","1.68e+10","17.00","0.0786","949390000","15970000","13140000","0.0168","1.44","3.71e+09","3.91","5.31e+09","64.68","10.95"
"APTV","90.79","0.0048","0.9948","75.72","83.01","103.23","58.80","0.0249","1110000","1680000","1.85","13.30","1.29","4.02","2.24e+09","2.76e+10","12.32","1.91","258720000","15.01","2.73e+09","471620000","2.341e+10","1.07e+09","1.63e+09","0.1107","0.2189","1.48","6.82","1.62","0.0739","0.057","0.081","0.3081","1.444e+10","54.59","0.0786","257900000","9300000","7510000","0.0361","6.38","5.67e+08","2.18","4.34e+09","118.36","22.58"
"ADM","43.38","0.0032","0.8037","44.71","42.67","52.07","39.16","-0.0479","2900000","3530000","0.86","33.96","1.75","3.19","2.86e+09","3.07e+10","10.71","0.48","557740000","11.69","4.18e+09","1.1e+09","2.43e+10","1.81e+09","-4.78e+09","0.0299","0.4201","-1.43","1.28","0.38","0.0281","-0.008","0.0298","0.097","6.434e+10","114.08","0.0786","560090000","11640000","9910000","0.0208","3.07","2e+09","3.58","8.39e+09","44.04","13.60"
"ARNC","20.71","0.0034","0.9051","19.63","19.14","24.07","15.63","-0.1354","4690000","5800000","2.36","11.42","1.87","1.29","1.8e+09","1.416e+10","7.88","1.01","428230000","10.84","2.62e+09","609500000","9.38e+09","6.4e+08","2.17e+08","0.0872","0.1846","1.12","1.81","0.67","0.0458","0.061","0.0408","0.1222","1.401e+10","29.01","0.0786","453080000","30320000","13660000","0.0625","6.42","2.28e+09","4.7","6.33e+09","113.34","16.00"
"ANET","324.77","0.2853","0.5852","247.77","299.88","326.49","187.08","0.3458","646010","857580","1.79","28.33","4.48","4.06","705690000","2.248e+10","31.86","10.45","53210000","30.07","1.37e+09","568330000","2.46e+10","327930000","503120000","0.3169","0","1.88","11.47","11.43","0.1525","0.273","0.1538","0.1725","2.15e+09","28.78","0.0786","75730000","1930000","1900000","0.0255","1.92","1.96e+09","25.83","35430000","1.65","80.07"
"AJG","80.52","0.0108","0.8645","76.02","79.02","81.09","64.54","0.15","1080000","1160000","0.60","24.45","1.05","3.40","1.04e+09","1.774e+10","17.07","2.64","181910000","18.68","2.09e+09","627480000","1.491e+10","633500000","765100000","0.094","0.4824","1.53","3.29","2.22","0.0944","0.089","0.0252","0.1524","6.71e+09","36.73","0.0786","185220000","2550000","2270000","0.0139","2.17","607200000","3.3","3.61e+09","79.01","23.68"
"AIZ","95.84","0.0102","0.8611","97.40","97.88","111.43","82.31","0.0318","440240","668160","0.76","82.53","0.59","3.98","641900000","7.55e+09","11.76","0.94","61080000","10.13","704400000","8.56e+09","5.91e+09","236800000","656700000","0.0639","0.5729","0.58","1.16","0.73","0.0312","0.382","0.0088","0.0537","8.06e+09","136.02","0.0786","61680000","1480000","1600000","0.024","2.55","1.69e+09","27.39","3.32e+09","64.72","24.08"
"ATO","101.19","0.0115","0.8058","96.76","100.95","104.07","83.45","0.1891","470190","1330000","0.25","45.75","0.63","3.97","1.09e+09","1.536e+10","14.11","4.95","115600000","22.14","1.35e+09","-524250000","1.183e+10","446190000","1.12e+09","0.2318","0.5051","3.67","2.21","3.81","0.1439","-0.013","0.0377","0.0901","3.1e+09","27.64","0.0786","116890000","3100000","3380000","0.0266","3.09","218200000","1.87","3.75e+09","70.04","25.48"
"T","32.2","7e-04","0.5544","30.81","31.07","35.82","26.80","-0.0965","29070000","30810000","0.82","25.28","0.80","2.85","5.696e+10","4.1825e+11","7.34","2.45","7.28e+09","8.87","9.134e+10","1.979e+10","2.3456e+11","1.937e+10","4.36e+10","0.1852","0.7053","3.15","1.27","1.37","0.1134","0.152","0.0405","0.1188","1.7076e+11","25.19","0.0786","7.28e+09","83950000","82310000","0.0115","2.87","5.21e+09","0.71","1.7911e+11","92.38","11.30"
"ADP","163.31","0.0017","0.8175","144.66","155.87","163.38","112.58","0.3829","1270000","2080000","1.08","10.92","1.05","3.63","3.23e+09","7.085e+10","21.92","5.12","434980000","27.08","5.76e+09","2.37e+09","7.114e+10","1.6e+09","2.77e+09","0.2052","0.7692","1.79","14.95","5.14","0.1157","0.083","0.0426","0.3683","1.384e+10","31.61","0.0786","435630000","5390000","4750000","0.0124","2.5","2.79e+09","6.4","3.21e+09","67.35","44.96"
"AVB","204.08","0.0026","0.9498","186.88","198.82","204.14","156.93","0.2238","423710","561570","0.73","76.97","0.59","7.05","1.46e+09","3.504e+10","23.96","15.31","137700000","40.33","1.52e+09","1.13e+09","2.823e+10","971690000","1.3e+09","0.3631","0.834","16.98","2.65","12.33","0.4257","0.124","0.0282","0.0927","2.29e+09","16.61","0.0786","138320000","1940000","2050000","0.014","3.25","91660000","0.66","7.06e+09","66.38","28.96"
"AVY","116.31","0.0062","0.9078","99.94","110.94","116.44","82.89","0.079","423190","646780","1.60","11.27","1.15","5.28","964700000","1.131e+10","11.73","1.58","83420000","16.04","1.92e+09","481280000","9.77e+09","467400000","457900000","0.1123","0.3807","1.45","10.32","1.36","0.0653","0.019","0.0974","0.4671","7.16e+09","82.00","0.0786","83970000","1500000","1250000","0.0179","2","258100000","3.07","1.97e+09","205.86","22.03"
"BHGE","26.38","0.0027","0.9999","25.68","27.07","37.76","20.09","-0.1882","3970000","4490000","0.82","34.02","1.66","0.45","2.83e+09","3.463e+10","12.24","1.51","513480000","15.89","3.99e+09","2.32e+09","2.734e+10","1.95e+08","1.76e+09","0.0622","1.6","0.33","0.78","1.20","0.0085","0.08","0.0163","0.0077","2.288e+10","53.58","0.0786","514900000","15960000","17720000","0.0154","3.74","3.72e+09","7.23","7.23e+09","20.64","58.62"
"BLL","58.03","0.0082","0.8905","50.43","57.08","58.95","34.71","0.4382","1850000","2500000","0.48","10.31","0.96","1.29","1.83e+09","2.571e+10","14.06","2.21","330540000","19.15","2.31e+09","789630000","1.939e+10","4.54e+08","1.57e+09","0.0968","0.3101","1.51","5.63","1.67","0.039","0.02","0.0417","0.1191","1.164e+10","33.74","0.0786","334170000","12430000","15470000","0.0372","5.07","7.21e+08","2.16","6.73e+09","188.91","44.98"
"BAX","79.32","0.0013","0.8823","70.86","77.69","82.25","61.05","0.2043","2260000","2950000","1.16","15.19","2.09","2.98","2.58e+09","4.232e+10","16.37","3.80","483800000","21.27","4.83e+09","1.01e+09","4.054e+10","1.63e+09","2.1e+09","0.1626","0.2441","2.24","5.22","3.64","0.146","0.024","0.069","0.1925","1.113e+10","20.84","0.0786","511120000","6230000","4540000","0.0122","1.87","1.83e+09","3.57","3.48e+09","44.49","26.63"
"BDX","246.71","0.0026","0.8752","241.37","249.07","265.87","208.62","0.0965","1190000","1070000","1.40","79.54","0.97","3.25","5.08e+09","8.651e+10","17.01","5.07","268240000","18.14","7.8e+09","3.01e+09","6.638e+10","8.94e+08","2.79e+09","0.1661","0.8856","1.78","3.10","3.89","0.0613","0.351","0.0327","0.0491","1.706e+10","63.64","0.0786","269060000","3880000","3630000","0.0144","4.29","9.48e+08","3.52","2.107e+10","98.44","75.91"
